date,neighborhood,city,cases
2020-03-25,Castaic Canyons,NA,NA
2020-03-26,Castaic Canyons,NA,NA
2020-03-27,Castaic Canyons,NA,NA
2020-03-10,Central-Alameda,NA,NA
2020-03-11,Central-Alameda,NA,NA
2020-03-12,Central-Alameda,NA,NA
2020-03-13,Central-Alameda,NA,NA
2020-03-14,Central-Alameda,NA,NA
2020-03-15,Central-Alameda,NA,NA
2020-03-16,Central-Alameda,NA,NA
2020-03-17,Central-Alameda,NA,NA
2020-03-18,Central-Alameda,NA,NA
2020-03-19,Central-Alameda,NA,NA
2020-03-20,Central-Alameda,NA,NA
2020-03-21,Central-Alameda,NA,NA
2020-03-22,Central-Alameda,NA,NA
2020-03-23,Central-Alameda,NA,NA
2020-03-24,Central-Alameda,NA,NA
2020-03-25,Central-Alameda,NA,NA
2020-03-26,Central-Alameda,NA,NA
2020-03-27,Central-Alameda,NA,NA
2020-03-10,Century City,NA,NA
2020-03-11,Century City,NA,NA
2020-03-12,Century City,NA,NA
2020-03-13,Century City,NA,NA
2020-03-14,Century City,NA,NA
2020-03-15,Century City,NA,NA
2020-03-16,Century City,NA,NA
2020-03-17,Century City,NA,NA
2020-03-18,Century City,NA,NA
2020-03-19,Century City,NA,NA
2020-03-20,Century City,Century City --,4
2020-03-21,Century City,Century City,4
2020-03-22,Century City,Century City,4
2020-03-23,Century City,Century City,4
2020-03-24,Century City,Century City,6
2020-03-25,Century City,Century City,7
2020-03-26,Century City,Century City*,9
2020-03-27,Century City,Los Angeles,6
2020-03-10,Cerritos,NA,NA
2020-03-11,Cerritos,NA,NA
2020-03-12,Cerritos,NA,NA
2020-03-13,Cerritos,NA,NA
2020-03-14,Cerritos,NA,NA
2020-03-15,Cerritos,NA,NA
2020-03-16,Cerritos,NA,NA
2020-03-17,Cerritos,NA,NA
2020-03-18,Cerritos,NA,NA
2020-03-19,Cerritos,NA,NA
2020-03-20,Cerritos,NA,NA
2020-03-21,Cerritos,Cerritos,1
2020-03-22,Cerritos,Cerritos,2
2020-03-23,Cerritos,Cerritos,2
2020-03-24,Cerritos,Cerritos,2
2020-03-25,Cerritos,Cerritos,2
2020-03-26,Cerritos,Cerritos*,2
2020-03-27,Cerritos,City of Cerritos,1
2020-03-27,Cerritos,Unincorporated,0
2020-03-10,Charter Oak,NA,NA
2020-03-11,Charter Oak,NA,NA
2020-03-12,Charter Oak,NA,NA
2020-03-13,Charter Oak,NA,NA
2020-03-14,Charter Oak,NA,NA
2020-03-15,Charter Oak,NA,NA
2020-03-16,Charter Oak,NA,NA
2020-03-17,Charter Oak,NA,NA
2020-03-18,Charter Oak,NA,NA
2020-03-19,Charter Oak,NA,NA
2020-03-20,Charter Oak,NA,NA
2020-03-21,Charter Oak,NA,NA
2020-03-22,Charter Oak,NA,NA
2020-03-23,Charter Oak,NA,NA
2020-03-24,Charter Oak,NA,NA
2020-03-25,Charter Oak,NA,NA
2020-03-26,Charter Oak,NA,NA
2020-03-27,Charter Oak,NA,NA
2020-03-10,Chatsworth,NA,NA
2020-03-11,Chatsworth,NA,NA
2020-03-12,Chatsworth,NA,NA
2020-03-13,Chatsworth,NA,NA
2020-03-14,Chatsworth,NA,NA
2020-03-15,Chatsworth,NA,NA
2020-03-16,Chatsworth,NA,NA
2020-03-17,Chatsworth,NA,NA
2020-03-18,Chatsworth,NA,NA
2020-03-19,Chatsworth,NA,NA
2020-03-20,Chatsworth,NA,NA
2020-03-21,Chatsworth,NA,NA
2020-03-22,Chatsworth,NA,NA
2020-03-23,Chatsworth,NA,NA
2020-03-24,Chatsworth,NA,NA
2020-03-25,Chatsworth,NA,NA
2020-03-26,Chatsworth,Chatsworth,1
2020-03-27,Chatsworth,Los Angeles,3
2020-03-10,Chatsworth Reservoir,NA,NA
2020-03-11,Chatsworth Reservoir,NA,NA
2020-03-12,Chatsworth Reservoir,NA,NA
2020-03-13,Chatsworth Reservoir,NA,NA
2020-03-14,Chatsworth Reservoir,NA,NA
2020-03-15,Chatsworth Reservoir,NA,NA
2020-03-16,Chatsworth Reservoir,NA,NA
2020-03-17,Chatsworth Reservoir,NA,NA
2020-03-18,Chatsworth Reservoir,NA,NA
2020-03-19,Chatsworth Reservoir,NA,NA
2020-03-20,Chatsworth Reservoir,NA,NA
2020-03-21,Chatsworth Reservoir,NA,NA
2020-03-22,Chatsworth Reservoir,NA,NA
2020-03-23,Chatsworth Reservoir,NA,NA
2020-03-24,Chatsworth Reservoir,NA,NA
2020-03-25,Chatsworth Reservoir,NA,NA
2020-03-26,Chatsworth Reservoir,NA,NA
2020-03-27,Chatsworth Reservoir,NA,NA
2020-03-10,Chesterfield Square,NA,NA
2020-03-11,Chesterfield Square,NA,NA
2020-03-12,Chesterfield Square,NA,NA
2020-03-13,Chesterfield Square,NA,NA
2020-03-14,Chesterfield Square,NA,NA
2020-03-15,Chesterfield Square,NA,NA
2020-03-16,Chesterfield Square,NA,NA
2020-03-17,Chesterfield Square,NA,NA
2020-03-18,Chesterfield Square,NA,NA
2020-03-19,Chesterfield Square,NA,NA
2020-03-20,Chesterfield Square,NA,NA
2020-03-21,Chesterfield Square,NA,NA
2020-03-22,Chesterfield Square,NA,NA
2020-03-23,Chesterfield Square,NA,NA
2020-03-24,Chesterfield Square,NA,NA
2020-03-25,Chesterfield Square,NA,NA
2020-03-26,Chesterfield Square,NA,NA
2020-03-27,Chesterfield Square,NA,NA
2020-03-10,Cheviot Hills,NA,NA
2020-03-11,Cheviot Hills,NA,NA
2020-03-12,Cheviot Hills,NA,NA
2020-03-13,Cheviot Hills,NA,NA
2020-03-14,Cheviot Hills,NA,NA
2020-03-15,Cheviot Hills,NA,NA
2020-03-16,Cheviot Hills,NA,NA
2020-03-17,Cheviot Hills,NA,NA
2020-03-18,Cheviot Hills,NA,NA
2020-03-19,Cheviot Hills,NA,NA
2020-03-20,Cheviot Hills,NA,NA
2020-03-21,Cheviot Hills,NA,NA
2020-03-22,Cheviot Hills,NA,NA
2020-03-23,Cheviot Hills,NA,NA
2020-03-24,Cheviot Hills,NA,NA
2020-03-25,Cheviot Hills,NA,NA
2020-03-26,Cheviot Hills,NA,NA
2020-03-27,Cheviot Hills,NA,NA
2020-03-10,Chinatown,NA,NA
2020-03-11,Chinatown,NA,NA
2020-03-12,Chinatown,NA,NA
2020-03-13,Chinatown,NA,NA
2020-03-14,Chinatown,NA,NA
2020-03-15,Chinatown,NA,NA
2020-03-16,Chinatown,NA,NA
2020-03-17,Chinatown,NA,NA
2020-03-18,Chinatown,NA,NA
2020-03-19,Chinatown,NA,NA
2020-03-20,Chinatown,NA,NA
2020-03-21,Chinatown,NA,NA
2020-03-22,Chinatown,NA,NA
2020-03-23,Chinatown,NA,NA
2020-03-24,Chinatown,NA,NA
2020-03-25,Chinatown,NA,NA
2020-03-26,Chinatown,NA,NA
2020-03-27,Chinatown,Los Angeles,0
2020-03-10,Citrus,NA,NA
2020-03-11,Citrus,NA,NA
2020-03-12,Citrus,NA,NA
2020-03-13,Citrus,NA,NA
2020-03-14,Citrus,NA,NA
2020-03-15,Citrus,NA,NA
2020-03-16,Citrus,NA,NA
2020-03-17,Citrus,NA,NA
2020-03-18,Citrus,NA,NA
2020-03-19,Citrus,NA,NA
2020-03-20,Citrus,NA,NA
2020-03-21,Citrus,NA,NA
2020-03-22,Citrus,NA,NA
2020-03-23,Citrus,NA,NA
2020-03-24,Citrus,NA,NA
2020-03-25,Citrus,NA,NA
2020-03-26,Citrus,NA,NA
2020-03-27,Citrus,NA,NA
2020-03-10,Claremont,NA,NA
2020-03-11,Claremont,NA,NA
2020-03-12,Claremont,NA,NA
2020-03-13,Claremont,NA,NA
2020-03-14,Claremont,NA,NA
2020-03-15,Claremont,NA,NA
2020-03-16,Claremont,NA,NA
2020-03-17,Claremont,NA,NA
2020-03-18,Claremont,NA,NA
2020-03-19,Claremont,NA,NA
2020-03-20,Claremont,NA,NA
2020-03-21,Claremont,NA,NA
2020-03-22,Claremont,NA,NA
2020-03-23,Claremont,NA,NA
2020-03-24,Claremont,Claremont,1
2020-03-25,Claremont,Claremont,1
2020-03-26,Claremont,Claremont*,1
2020-03-27,Claremont,City of Claremont,1
2020-03-27,Claremont,Unincorporated,0
2020-03-10,Commerce,NA,NA
2020-03-11,Commerce,NA,NA
2020-03-12,Commerce,NA,NA
2020-03-13,Commerce,NA,NA
2020-03-14,Commerce,NA,NA
2020-03-15,Commerce,NA,NA
2020-03-16,Commerce,NA,NA
2020-03-17,Commerce,NA,NA
2020-03-18,Commerce,NA,NA
2020-03-19,Commerce,NA,NA
2020-03-20,Commerce,NA,NA
2020-03-21,Commerce,NA,NA
2020-03-22,Commerce,NA,NA
2020-03-23,Commerce,NA,NA
2020-03-24,Commerce,NA,NA
2020-03-25,Commerce,NA,NA
2020-03-26,Commerce,NA,NA
2020-03-27,Commerce,City of Commerce,0
2020-03-10,Compton,NA,NA
2020-03-11,Compton,NA,NA
2020-03-12,Compton,NA,NA
2020-03-13,Compton,NA,NA
2020-03-14,Compton,NA,NA
2020-03-15,Compton,NA,NA
2020-03-16,Compton,NA,NA
2020-03-17,Compton,NA,NA
2020-03-18,Compton,NA,NA
2020-03-19,Compton,NA,NA
2020-03-20,Compton,NA,NA
2020-03-21,Compton,NA,NA
2020-03-22,Compton,NA,NA
2020-03-23,Compton,Compton,1
2020-03-24,Compton,Compton,1
2020-03-25,Compton,Compton,2
2020-03-26,Compton,Compton*,5
2020-03-27,Compton,City of Compton,7
2020-03-10,Covina,NA,NA
2020-03-11,Covina,NA,NA
2020-03-12,Covina,NA,NA
2020-03-13,Covina,NA,NA
2020-03-14,Covina,NA,NA
2020-03-15,Covina,NA,NA
2020-03-16,Covina,NA,NA
2020-03-17,Covina,NA,NA
2020-03-18,Covina,NA,NA
2020-03-19,Covina,Covina,1
2020-03-20,Covina,Covina --,1
2020-03-21,Covina,Covina,1
2020-03-22,Covina,Covina,1
2020-03-23,Covina,Covina,1
2020-03-24,Covina,Covina,3
2020-03-25,Covina,Covina,3
2020-03-26,Covina,Covina*,4
2020-03-27,Covina,City of Covina,3
2020-03-10,Cudahy,NA,NA
2020-03-11,Cudahy,NA,NA
2020-03-12,Cudahy,NA,NA
2020-03-13,Cudahy,NA,NA
2020-03-14,Cudahy,NA,NA
2020-03-15,Cudahy,NA,NA
2020-03-16,Cudahy,NA,NA
2020-03-17,Cudahy,NA,NA
2020-03-18,Cudahy,NA,NA
2020-03-19,Cudahy,NA,NA
2020-03-20,Cudahy,NA,NA
2020-03-21,Cudahy,NA,NA
2020-03-22,Cudahy,NA,NA
2020-03-23,Cudahy,NA,NA
2020-03-24,Cudahy,NA,NA
2020-03-25,Cudahy,NA,NA
2020-03-26,Cudahy,NA,NA
2020-03-27,Cudahy,NA,NA
2020-03-10,Culver City,NA,NA
2020-03-11,Culver City,NA,NA
2020-03-12,Culver City,NA,NA
2020-03-13,Culver City,NA,NA
2020-03-14,Culver City,NA,NA
2020-03-15,Culver City,NA,NA
2020-03-16,Culver City,NA,NA
2020-03-17,Culver City,Culver City,2
2020-03-18,Culver City,Culver City --,2
2020-03-19,Culver City,Culver City --,3
2020-03-20,Culver City,Culver City --,4
2020-03-21,Culver City,Culver City,4
2020-03-22,Culver City,Culver City,4
2020-03-23,Culver City,Culver City,5
2020-03-24,Culver City,Culver City,7
2020-03-25,Culver City,Culver City,6
2020-03-26,Culver City,Culver City*,8
2020-03-27,Culver City,City of Culver City,6
2020-03-10,Cypress Park,NA,NA
2020-03-11,Cypress Park,NA,NA
2020-03-12,Cypress Park,NA,NA
2020-03-13,Cypress Park,NA,NA
2020-03-14,Cypress Park,NA,NA
2020-03-15,Cypress Park,NA,NA
2020-03-16,Cypress Park,NA,NA
2020-03-17,Cypress Park,NA,NA
2020-03-18,Cypress Park,NA,NA
2020-03-19,Cypress Park,NA,NA
2020-03-20,Cypress Park,NA,NA
2020-03-21,Cypress Park,NA,NA
2020-03-22,Cypress Park,NA,NA
2020-03-23,Cypress Park,NA,NA
2020-03-24,Cypress Park,NA,NA
2020-03-25,Cypress Park,NA,NA
2020-03-26,Cypress Park,NA,NA
2020-03-27,Cypress Park,NA,NA
2020-03-10,Del Aire,NA,NA
2020-03-11,Del Aire,NA,NA
2020-03-12,Del Aire,NA,NA
2020-03-13,Del Aire,NA,NA
2020-03-14,Del Aire,NA,NA
2020-03-15,Del Aire,NA,NA
2020-03-16,Del Aire,NA,NA
2020-03-17,Del Aire,NA,NA
2020-03-18,Del Aire,NA,NA
2020-03-19,Del Aire,NA,NA
2020-03-20,Del Aire,NA,NA
2020-03-21,Del Aire,NA,NA
2020-03-22,Del Aire,NA,NA
2020-03-23,Del Aire,NA,NA
2020-03-24,Del Aire,NA,NA
2020-03-25,Del Aire,NA,NA
2020-03-26,Del Aire,NA,NA
2020-03-27,Del Aire,Unincorporated,0
2020-03-10,Del Rey,NA,NA
2020-03-11,Del Rey,NA,NA
2020-03-12,Del Rey,NA,NA
2020-03-13,Del Rey,NA,NA
2020-03-14,Del Rey,NA,NA
2020-03-15,Del Rey,NA,NA
2020-03-16,Del Rey,NA,NA
2020-03-17,Del Rey,NA,NA
2020-03-18,Del Rey,NA,NA
2020-03-19,Del Rey,NA,NA
2020-03-20,Del Rey,NA,NA
2020-03-21,Del Rey,Del Rey,2
2020-03-22,Del Rey,Del Rey,2
2020-03-23,Del Rey,Del Rey,2
2020-03-24,Del Rey,Del Rey,3
2020-03-25,Del Rey,Del Rey,5
2020-03-26,Del Rey,Del Rey,9
2020-03-27,Del Rey,Los Angeles,9
2020-03-27,Del Rey,Unincorporated,0
2020-03-10,Desert View Highlands,NA,NA
2020-03-11,Desert View Highlands,NA,NA
2020-03-12,Desert View Highlands,NA,NA
2020-03-13,Desert View Highlands,NA,NA
2020-03-14,Desert View Highlands,NA,NA
2020-03-15,Desert View Highlands,NA,NA
2020-03-16,Desert View Highlands,NA,NA
2020-03-17,Desert View Highlands,NA,NA
2020-03-18,Desert View Highlands,NA,NA
2020-03-19,Desert View Highlands,NA,NA
2020-03-20,Desert View Highlands,NA,NA
2020-03-21,Desert View Highlands,NA,NA
2020-03-22,Desert View Highlands,NA,NA
2020-03-23,Desert View Highlands,NA,NA
2020-03-24,Desert View Highlands,NA,NA
2020-03-25,Desert View Highlands,NA,NA
2020-03-26,Desert View Highlands,NA,NA
2020-03-27,Desert View Highlands,Unincorporated,0
2020-03-10,Diamond Bar,NA,NA
2020-03-11,Diamond Bar,NA,NA
2020-03-12,Diamond Bar,NA,NA
2020-03-13,Diamond Bar,NA,NA
2020-03-14,Diamond Bar,NA,NA
2020-03-15,Diamond Bar,NA,NA
2020-03-16,Diamond Bar,NA,NA
2020-03-17,Diamond Bar,Diamond Bar,2
2020-03-18,Diamond Bar,Diamond Bar --,2
2020-03-19,Diamond Bar,Diamond Bar --,2
2020-03-20,Diamond Bar,Diamond Bar --,2
2020-03-21,Diamond Bar,Diamond Bar,2
2020-03-22,Diamond Bar,Diamond Bar,2
2020-03-23,Diamond Bar,Diamond Bar,2
2020-03-24,Diamond Bar,Diamond Bar,2
2020-03-25,Diamond Bar,Diamond Bar,2
2020-03-26,Diamond Bar,Diamond Bar,2
2020-03-27,Diamond Bar,City of Diamond Bar,2
2020-03-10,Downey,NA,NA
2020-03-11,Downey,NA,NA
2020-03-12,Downey,NA,NA
2020-03-13,Downey,NA,NA
2020-03-14,Downey,NA,NA
2020-03-15,Downey,NA,NA
2020-03-16,Downey,NA,NA
2020-03-17,Downey,NA,NA
2020-03-18,Downey,NA,NA
2020-03-19,Downey,NA,NA
2020-03-20,Downey,NA,NA
2020-03-21,Downey,NA,NA
2020-03-22,Downey,NA,NA
2020-03-23,Downey,NA,NA
2020-03-24,Downey,Downey,1
2020-03-25,Downey,Downey,5
2020-03-26,Downey,Downey,10
2020-03-27,Downey,City of Downey,12
2020-03-10,Downtown,NA,NA
2020-03-11,Downtown,NA,NA
2020-03-12,Downtown,NA,NA
2020-03-13,Downtown,NA,NA
2020-03-14,Downtown,NA,NA
2020-03-15,Downtown,NA,NA
2020-03-16,Downtown,NA,NA
2020-03-17,Downtown,NA,NA
2020-03-18,Downtown,NA,NA
2020-03-19,Downtown,NA,NA
2020-03-20,Downtown,Downtown --,1
2020-03-21,Downtown,Downtown,1
2020-03-22,Downtown,Downtown,1
2020-03-23,Downtown,Downtown,2
2020-03-24,Downtown,Downtown,3
2020-03-25,Downtown,Downtown,6
2020-03-26,Downtown,Downtown*,7
2020-03-27,Downtown,Los Angeles,8
2020-03-10,Duarte,NA,NA
2020-03-11,Duarte,NA,NA
2020-03-12,Duarte,NA,NA
2020-03-13,Duarte,NA,NA
2020-03-14,Duarte,NA,NA
2020-03-15,Duarte,NA,NA
2020-03-16,Duarte,NA,NA
2020-03-17,Duarte,NA,NA
2020-03-18,Duarte,NA,NA
2020-03-19,Duarte,NA,NA
2020-03-20,Duarte,NA,NA
2020-03-21,Duarte,NA,NA
2020-03-22,Duarte,NA,NA
2020-03-23,Duarte,Duarte,1
2020-03-24,Duarte,Duarte,1
2020-03-25,Duarte,Duarte,1
2020-03-26,Duarte,Duarte*,2
2020-03-27,Duarte,Unincorporated,0
2020-03-10,Eagle Rock,NA,NA
2020-03-11,Eagle Rock,NA,NA
2020-03-12,Eagle Rock,NA,NA
2020-03-13,Eagle Rock,NA,NA
2020-03-14,Eagle Rock,NA,NA
2020-03-15,Eagle Rock,NA,NA
2020-03-16,Eagle Rock,NA,NA
2020-03-17,Eagle Rock,Eagle Rock --,1
2020-03-18,Eagle Rock,Los Angeles,1
2020-03-19,Eagle Rock,Eagle Rock,1
2020-03-20,Eagle Rock,Eagle Rock --,1
2020-03-21,Eagle Rock,Eagle Rock,1
2020-03-22,Eagle Rock,Eagle Rock,1
2020-03-23,Eagle Rock,Eagle Rock,2
2020-03-24,Eagle Rock,Eagle Rock,2
2020-03-25,Eagle Rock,Eagle Rock,2
2020-03-26,Eagle Rock,Eagle Rock,3
2020-03-27,Eagle Rock,Los Angeles,4
2020-03-10,East Compton,NA,NA
2020-03-11,East Compton,NA,NA
2020-03-12,East Compton,NA,NA
2020-03-13,East Compton,NA,NA
2020-03-14,East Compton,NA,NA
2020-03-15,East Compton,NA,NA
2020-03-16,East Compton,NA,NA
2020-03-17,East Compton,NA,NA
2020-03-18,East Compton,NA,NA
2020-03-19,East Compton,NA,NA
2020-03-20,East Compton,NA,NA
2020-03-21,East Compton,NA,NA
2020-03-22,East Compton,NA,NA
2020-03-23,East Compton,NA,NA
2020-03-24,East Compton,NA,NA
2020-03-25,East Compton,NA,NA
2020-03-26,East Compton,NA,NA
2020-03-27,East Compton,NA,NA
2020-03-10,East Hollywood,NA,NA
2020-03-11,East Hollywood,NA,NA
2020-03-12,East Hollywood,NA,NA
2020-03-13,East Hollywood,NA,NA
2020-03-14,East Hollywood,NA,NA
2020-03-15,East Hollywood,NA,NA
2020-03-16,East Hollywood,NA,NA
2020-03-17,East Hollywood,NA,NA
2020-03-18,East Hollywood,NA,NA
2020-03-19,East Hollywood,NA,NA
2020-03-20,East Hollywood,NA,NA
2020-03-21,East Hollywood,NA,NA
2020-03-22,East Hollywood,East Hollywood,1
2020-03-23,East Hollywood,East Hollywood,1
2020-03-24,East Hollywood,East Hollywood,1
2020-03-25,East Hollywood,East Hollywood,1
2020-03-26,East Hollywood,East Hollywood,2
2020-03-27,East Hollywood,Los Angeles,3
2020-03-10,East La Mirada,NA,NA
2020-03-11,East La Mirada,NA,NA
2020-03-12,East La Mirada,NA,NA
2020-03-13,East La Mirada,NA,NA
2020-03-14,East La Mirada,NA,NA
2020-03-15,East La Mirada,NA,NA
2020-03-16,East La Mirada,NA,NA
2020-03-17,East La Mirada,NA,NA
2020-03-18,East La Mirada,NA,NA
2020-03-19,East La Mirada,NA,NA
2020-03-20,East La Mirada,NA,NA
2020-03-21,East La Mirada,NA,NA
2020-03-22,East La Mirada,NA,NA
2020-03-23,East La Mirada,NA,NA
2020-03-24,East La Mirada,NA,NA
2020-03-25,East La Mirada,NA,NA
2020-03-26,East La Mirada,NA,NA
2020-03-27,East La Mirada,Unincorporated,0
2020-03-10,East Los Angeles,NA,NA
2020-03-11,East Los Angeles,NA,NA
2020-03-12,East Los Angeles,NA,NA
2020-03-13,East Los Angeles,NA,NA
2020-03-14,East Los Angeles,NA,NA
2020-03-15,East Los Angeles,NA,NA
2020-03-16,East Los Angeles,NA,NA
2020-03-17,East Los Angeles,NA,NA
2020-03-18,East Los Angeles,NA,NA
2020-03-19,East Los Angeles,East Los Angeles --,1
2020-03-20,East Los Angeles,East Los Angeles,1
2020-03-21,East Los Angeles,East Los Angeles,1
2020-03-22,East Los Angeles,East Los Angeles,2
2020-03-23,East Los Angeles,East Los Angeles,2
2020-03-24,East Los Angeles,East Los Angeles,3
2020-03-25,East Los Angeles,East Los Angeles,3
2020-03-26,East Los Angeles,East Los Angeles,4
2020-03-27,East Los Angeles,Unincorporated,6
2020-03-10,East Pasadena,NA,NA
2020-03-11,East Pasadena,NA,NA
2020-03-12,East Pasadena,NA,NA
2020-03-13,East Pasadena,NA,NA
2020-03-14,East Pasadena,NA,NA
2020-03-15,East Pasadena,NA,NA
2020-03-16,East Pasadena,NA,NA
2020-03-17,East Pasadena,NA,NA
2020-03-18,East Pasadena,NA,NA
2020-03-19,East Pasadena,NA,NA
2020-03-20,East Pasadena,NA,NA
2020-03-21,East Pasadena,NA,NA
2020-03-22,East Pasadena,NA,NA
2020-03-23,East Pasadena,NA,NA
2020-03-24,East Pasadena,NA,NA
2020-03-25,East Pasadena,NA,NA
2020-03-26,East Pasadena,NA,NA
2020-03-27,East Pasadena,Unincorporated,0
2020-03-10,East San Gabriel,NA,NA
2020-03-11,East San Gabriel,NA,NA
2020-03-12,East San Gabriel,NA,NA
2020-03-13,East San Gabriel,NA,NA
2020-03-14,East San Gabriel,NA,NA
2020-03-15,East San Gabriel,NA,NA
2020-03-16,East San Gabriel,NA,NA
2020-03-17,East San Gabriel,NA,NA
2020-03-18,East San Gabriel,NA,NA
2020-03-19,East San Gabriel,NA,NA
2020-03-20,East San Gabriel,NA,NA
2020-03-21,East San Gabriel,NA,NA
2020-03-22,East San Gabriel,NA,NA
2020-03-23,East San Gabriel,NA,NA
2020-03-24,East San Gabriel,NA,NA
2020-03-25,East San Gabriel,NA,NA
2020-03-26,East San Gabriel,NA,NA
2020-03-27,East San Gabriel,NA,NA
2020-03-10,Echo Park,NA,NA
2020-03-11,Echo Park,NA,NA
2020-03-12,Echo Park,NA,NA
2020-03-13,Echo Park,NA,NA
2020-03-14,Echo Park,NA,NA
2020-03-15,Echo Park,NA,NA
2020-03-16,Echo Park,NA,NA
2020-03-17,Echo Park,NA,NA
2020-03-18,Echo Park,NA,NA
2020-03-19,Echo Park,Echo Park,1
2020-03-20,Echo Park,Echo Park --,1
2020-03-21,Echo Park,Echo Park,1
2020-03-22,Echo Park,Echo Park,1
2020-03-23,Echo Park,Echo Park,2
2020-03-24,Echo Park,Echo Park,2
2020-03-25,Echo Park,Echo Park,4
2020-03-26,Echo Park,Echo Park*,7
2020-03-27,Echo Park,NA,NA
2020-03-10,El Monte,NA,NA
2020-03-11,El Monte,NA,NA
2020-03-12,El Monte,NA,NA
2020-03-13,El Monte,NA,NA
2020-03-14,El Monte,NA,NA
2020-03-15,El Monte,NA,NA
2020-03-16,El Monte,NA,NA
2020-03-17,El Monte,NA,NA
2020-03-18,El Monte,NA,NA
2020-03-19,El Monte,NA,NA
2020-03-20,El Monte,NA,NA
2020-03-21,El Monte,NA,NA
2020-03-22,El Monte,NA,NA
2020-03-23,El Monte,NA,NA
2020-03-24,El Monte,NA,NA
2020-03-25,El Monte,NA,NA
2020-03-26,El Monte,NA,NA
2020-03-27,El Monte,City of El Monte,0
2020-03-27,El Monte,Unincorporated,0
2020-03-10,El Segundo,NA,NA
2020-03-11,El Segundo,NA,NA
2020-03-12,El Segundo,NA,NA
2020-03-13,El Segundo,NA,NA
2020-03-14,El Segundo,NA,NA
2020-03-15,El Segundo,NA,NA
2020-03-16,El Segundo,NA,NA
2020-03-17,El Segundo,NA,NA
2020-03-18,El Segundo,NA,NA
2020-03-19,El Segundo,NA,NA
2020-03-20,El Segundo,El Segundo --,1
2020-03-21,El Segundo,El Segundo,2
2020-03-22,El Segundo,El Segundo,1
2020-03-23,El Segundo,El Segundo,1
2020-03-24,El Segundo,El Segundo,2
2020-03-25,El Segundo,El Segundo,2
2020-03-26,El Segundo,El Segundo*,2
2020-03-27,El Segundo,NA,NA
2020-03-10,El Sereno,NA,NA
2020-03-11,El Sereno,NA,NA
2020-03-12,El Sereno,NA,NA
2020-03-13,El Sereno,NA,NA
2020-03-14,El Sereno,NA,NA
2020-03-15,El Sereno,NA,NA
2020-03-16,El Sereno,NA,NA
2020-03-17,El Sereno,NA,NA
2020-03-18,El Sereno,NA,NA
2020-03-19,El Sereno,NA,NA
2020-03-20,El Sereno,NA,NA
2020-03-21,El Sereno,NA,NA
2020-03-22,El Sereno,NA,NA
2020-03-23,El Sereno,NA,NA
2020-03-24,El Sereno,NA,NA
2020-03-25,El Sereno,NA,NA
2020-03-26,El Sereno,NA,NA
2020-03-27,El Sereno,Los Angeles,0
2020-03-10,Elizabeth Lake,NA,NA
2020-03-11,Elizabeth Lake,NA,NA
2020-03-12,Elizabeth Lake,NA,NA
2020-03-13,Elizabeth Lake,NA,NA
2020-03-14,Elizabeth Lake,NA,NA
2020-03-15,Elizabeth Lake,NA,NA
2020-03-16,Elizabeth Lake,NA,NA
2020-03-17,Elizabeth Lake,NA,NA
2020-03-18,Elizabeth Lake,NA,NA
2020-03-19,Elizabeth Lake,NA,NA
2020-03-20,Elizabeth Lake,NA,NA
2020-03-21,Elizabeth Lake,NA,NA
2020-03-22,Elizabeth Lake,NA,NA
2020-03-23,Elizabeth Lake,NA,NA
2020-03-24,Elizabeth Lake,NA,NA
2020-03-25,Elizabeth Lake,NA,NA
2020-03-26,Elizabeth Lake,NA,NA
2020-03-27,Elizabeth Lake,Unincorporated,0
2020-03-10,Elysian Park,NA,NA
2020-03-11,Elysian Park,NA,NA
2020-03-12,Elysian Park,NA,NA
2020-03-13,Elysian Park,NA,NA
2020-03-14,Elysian Park,NA,NA
2020-03-15,Elysian Park,NA,NA
2020-03-16,Elysian Park,NA,NA
2020-03-17,Elysian Park,NA,NA
2020-03-18,Elysian Park,NA,NA
2020-03-19,Elysian Park,NA,NA
2020-03-20,Elysian Park,NA,NA
2020-03-21,Elysian Park,NA,NA
2020-03-22,Elysian Park,NA,NA
2020-03-23,Elysian Park,NA,NA
2020-03-24,Elysian Park,NA,NA
2020-03-25,Elysian Park,NA,NA
2020-03-26,Elysian Park,NA,NA
2020-03-27,Elysian Park,NA,NA
2020-03-10,Elysian Valley,NA,NA
2020-03-11,Elysian Valley,NA,NA
2020-03-12,Elysian Valley,NA,NA
2020-03-13,Elysian Valley,NA,NA
2020-03-14,Elysian Valley,NA,NA
2020-03-15,Elysian Valley,NA,NA
2020-03-16,Elysian Valley,NA,NA
2020-03-17,Elysian Valley,NA,NA
2020-03-18,Elysian Valley,NA,NA
2020-03-19,Elysian Valley,NA,NA
2020-03-20,Elysian Valley,NA,NA
2020-03-21,Elysian Valley,NA,NA
2020-03-22,Elysian Valley,NA,NA
2020-03-23,Elysian Valley,NA,NA
2020-03-24,Elysian Valley,NA,NA
2020-03-25,Elysian Valley,NA,NA
2020-03-26,Elysian Valley,NA,NA
2020-03-27,Elysian Valley,NA,NA
2020-03-10,Encino,NA,NA
2020-03-11,Encino,NA,NA
2020-03-12,Encino,NA,NA
2020-03-13,Encino,NA,NA
2020-03-14,Encino,NA,NA
2020-03-15,Encino,NA,NA
2020-03-16,Encino,NA,NA
2020-03-17,Encino,Encino,5
