date,neighborhood,city,cases
2020-03-26,Koreatown,Koreatown,7
2020-03-27,Koreatown,Los Angeles,7
2020-03-10,La Canada Flintridge,NA,NA
2020-03-11,La Canada Flintridge,NA,NA
2020-03-12,La Canada Flintridge,NA,NA
2020-03-13,La Canada Flintridge,NA,NA
2020-03-14,La Canada Flintridge,NA,NA
2020-03-15,La Canada Flintridge,NA,NA
2020-03-16,La Canada Flintridge,NA,NA
2020-03-17,La Canada Flintridge,NA,NA
2020-03-18,La Canada Flintridge,NA,NA
2020-03-19,La Canada Flintridge,NA,NA
2020-03-20,La Canada Flintridge,NA,NA
2020-03-21,La Canada Flintridge,La Canada Flintridge,1
2020-03-22,La Canada Flintridge,La Canada Flintridge,1
2020-03-23,La Canada Flintridge,La Canada Flintridge,2
2020-03-24,La Canada Flintridge,La Canada Flintridge,2
2020-03-25,La Canada Flintridge,La Canada Flintridge,3
2020-03-26,La Canada Flintridge,La Canada Flintridge*,6
2020-03-27,La Canada Flintridge,City of La Canada Flintridge,5
2020-03-10,La Crescenta-Montrose,NA,NA
2020-03-11,La Crescenta-Montrose,NA,NA
2020-03-12,La Crescenta-Montrose,NA,NA
2020-03-13,La Crescenta-Montrose,NA,NA
2020-03-14,La Crescenta-Montrose,NA,NA
2020-03-15,La Crescenta-Montrose,NA,NA
2020-03-16,La Crescenta-Montrose,NA,NA
2020-03-17,La Crescenta-Montrose,NA,NA
2020-03-18,La Crescenta-Montrose,NA,NA
2020-03-19,La Crescenta-Montrose,NA,NA
2020-03-20,La Crescenta-Montrose,NA,NA
2020-03-21,La Crescenta-Montrose,NA,NA
2020-03-22,La Crescenta-Montrose,NA,NA
2020-03-23,La Crescenta-Montrose,NA,NA
2020-03-24,La Crescenta-Montrose,NA,NA
2020-03-25,La Crescenta-Montrose,NA,NA
2020-03-26,La Crescenta-Montrose,NA,NA
2020-03-27,La Crescenta-Montrose,Unincorporated,0
2020-03-10,La Habra Heights,NA,NA
2020-03-11,La Habra Heights,NA,NA
2020-03-12,La Habra Heights,NA,NA
2020-03-13,La Habra Heights,NA,NA
2020-03-14,La Habra Heights,NA,NA
2020-03-15,La Habra Heights,NA,NA
2020-03-16,La Habra Heights,NA,NA
2020-03-17,La Habra Heights,NA,NA
2020-03-18,La Habra Heights,NA,NA
2020-03-19,La Habra Heights,NA,NA
2020-03-20,La Habra Heights,NA,NA
2020-03-21,La Habra Heights,NA,NA
2020-03-22,La Habra Heights,NA,NA
2020-03-23,La Habra Heights,NA,NA
2020-03-24,La Habra Heights,NA,NA
2020-03-25,La Habra Heights,NA,NA
2020-03-26,La Habra Heights,NA,NA
2020-03-27,La Habra Heights,NA,NA
2020-03-10,La Mirada,NA,NA
2020-03-11,La Mirada,NA,NA
2020-03-12,La Mirada,NA,NA
2020-03-13,La Mirada,NA,NA
2020-03-14,La Mirada,NA,NA
2020-03-15,La Mirada,NA,NA
2020-03-16,La Mirada,NA,NA
2020-03-17,La Mirada,La Mirada,3
2020-03-18,La Mirada,La Mirada --,3
2020-03-19,La Mirada,La Mirada,3
2020-03-20,La Mirada,La Mirada,3
2020-03-21,La Mirada,La Mirada,3
2020-03-22,La Mirada,La Mirada,3
2020-03-23,La Mirada,La Mirada,3
2020-03-24,La Mirada,La Mirada,3
2020-03-25,La Mirada,La Mirada,4
2020-03-26,La Mirada,La Mirada*,5
2020-03-27,La Mirada,City of La Mirada,5
2020-03-10,La Puente,NA,NA
2020-03-11,La Puente,NA,NA
2020-03-12,La Puente,NA,NA
2020-03-13,La Puente,NA,NA
2020-03-14,La Puente,NA,NA
2020-03-15,La Puente,NA,NA
2020-03-16,La Puente,NA,NA
2020-03-17,La Puente,NA,NA
2020-03-18,La Puente,NA,NA
2020-03-19,La Puente,NA,NA
2020-03-20,La Puente,NA,NA
2020-03-21,La Puente,NA,NA
2020-03-22,La Puente,NA,NA
2020-03-23,La Puente,NA,NA
2020-03-24,La Puente,La Puente,1
2020-03-25,La Puente,NA,NA
2020-03-26,La Puente,La Puente,1
2020-03-27,La Puente,City of La Puente,1
2020-03-10,La Verne,NA,NA
2020-03-11,La Verne,NA,NA
2020-03-12,La Verne,NA,NA
2020-03-13,La Verne,NA,NA
2020-03-14,La Verne,NA,NA
2020-03-15,La Verne,NA,NA
2020-03-16,La Verne,NA,NA
2020-03-17,La Verne,NA,NA
2020-03-18,La Verne,NA,NA
2020-03-19,La Verne,NA,NA
2020-03-20,La Verne,NA,NA
2020-03-21,La Verne,La Verne,1
2020-03-22,La Verne,La Verne,2
2020-03-23,La Verne,La Verne,2
2020-03-24,La Verne,La Verne,2
2020-03-25,La Verne,La Verne,2
2020-03-26,La Verne,La Verne*,2
2020-03-27,La Verne,City of La Verne,1
2020-03-10,Ladera Heights,NA,NA
2020-03-11,Ladera Heights,NA,NA
2020-03-12,Ladera Heights,NA,NA
2020-03-13,Ladera Heights,NA,NA
2020-03-14,Ladera Heights,NA,NA
2020-03-15,Ladera Heights,NA,NA
2020-03-16,Ladera Heights,NA,NA
2020-03-17,Ladera Heights,NA,NA
2020-03-18,Ladera Heights,NA,NA
2020-03-19,Ladera Heights,NA,NA
2020-03-20,Ladera Heights,NA,NA
2020-03-21,Ladera Heights,NA,NA
2020-03-22,Ladera Heights,NA,NA
2020-03-23,Ladera Heights,NA,NA
2020-03-24,Ladera Heights,NA,NA
2020-03-25,Ladera Heights,NA,NA
2020-03-26,Ladera Heights,NA,NA
2020-03-27,Ladera Heights,Unincorporated,0
2020-03-10,Lake Balboa,NA,NA
2020-03-11,Lake Balboa,NA,NA
2020-03-12,Lake Balboa,NA,NA
2020-03-13,Lake Balboa,NA,NA
2020-03-14,Lake Balboa,NA,NA
2020-03-15,Lake Balboa,NA,NA
2020-03-16,Lake Balboa,NA,NA
2020-03-17,Lake Balboa,NA,NA
2020-03-18,Lake Balboa,NA,NA
2020-03-19,Lake Balboa,NA,NA
2020-03-20,Lake Balboa,NA,NA
2020-03-21,Lake Balboa,Lake Balboa,1
2020-03-22,Lake Balboa,Lake Balboa,1
2020-03-23,Lake Balboa,Lake Balboa,2
2020-03-24,Lake Balboa,Lake Balboa,2
2020-03-25,Lake Balboa,Lake Balboa,2
2020-03-26,Lake Balboa,Lake Balboa,3
2020-03-27,Lake Balboa,Los Angeles,3
2020-03-10,Lake Hughes,NA,NA
2020-03-11,Lake Hughes,NA,NA
2020-03-12,Lake Hughes,NA,NA
2020-03-13,Lake Hughes,NA,NA
2020-03-14,Lake Hughes,NA,NA
2020-03-15,Lake Hughes,NA,NA
2020-03-16,Lake Hughes,NA,NA
2020-03-17,Lake Hughes,NA,NA
2020-03-18,Lake Hughes,NA,NA
2020-03-19,Lake Hughes,NA,NA
2020-03-20,Lake Hughes,NA,NA
2020-03-21,Lake Hughes,NA,NA
2020-03-22,Lake Hughes,NA,NA
2020-03-23,Lake Hughes,NA,NA
2020-03-24,Lake Hughes,NA,NA
2020-03-25,Lake Hughes,NA,NA
2020-03-26,Lake Hughes,NA,NA
2020-03-27,Lake Hughes,Unincorporated,0
2020-03-10,Lake Los Angeles,NA,NA
2020-03-11,Lake Los Angeles,NA,NA
2020-03-12,Lake Los Angeles,NA,NA
2020-03-13,Lake Los Angeles,NA,NA
2020-03-14,Lake Los Angeles,NA,NA
2020-03-15,Lake Los Angeles,NA,NA
2020-03-16,Lake Los Angeles,NA,NA
2020-03-17,Lake Los Angeles,NA,NA
2020-03-18,Lake Los Angeles,NA,NA
2020-03-19,Lake Los Angeles,NA,NA
2020-03-20,Lake Los Angeles,NA,NA
2020-03-21,Lake Los Angeles,NA,NA
2020-03-22,Lake Los Angeles,NA,NA
2020-03-23,Lake Los Angeles,NA,NA
2020-03-24,Lake Los Angeles,NA,NA
2020-03-25,Lake Los Angeles,NA,NA
2020-03-26,Lake Los Angeles,NA,NA
2020-03-27,Lake Los Angeles,Unincorporated,0
2020-03-10,Lake View Terrace,NA,NA
2020-03-11,Lake View Terrace,NA,NA
2020-03-12,Lake View Terrace,NA,NA
2020-03-13,Lake View Terrace,NA,NA
2020-03-14,Lake View Terrace,NA,NA
2020-03-15,Lake View Terrace,NA,NA
2020-03-16,Lake View Terrace,NA,NA
2020-03-17,Lake View Terrace,NA,NA
2020-03-18,Lake View Terrace,NA,NA
2020-03-19,Lake View Terrace,NA,NA
2020-03-20,Lake View Terrace,NA,NA
2020-03-21,Lake View Terrace,NA,NA
2020-03-22,Lake View Terrace,NA,NA
2020-03-23,Lake View Terrace,NA,NA
2020-03-24,Lake View Terrace,NA,NA
2020-03-25,Lake View Terrace,NA,NA
2020-03-26,Lake View Terrace,NA,NA
2020-03-27,Lake View Terrace,NA,NA
2020-03-10,Lakewood,NA,NA
2020-03-11,Lakewood,NA,NA
2020-03-12,Lakewood,NA,NA
2020-03-13,Lakewood,NA,NA
2020-03-14,Lakewood,NA,NA
2020-03-15,Lakewood,NA,NA
2020-03-16,Lakewood,NA,NA
2020-03-17,Lakewood,NA,NA
2020-03-18,Lakewood,NA,NA
2020-03-19,Lakewood,NA,NA
2020-03-20,Lakewood,Lakewood --,1
2020-03-21,Lakewood,Lakewood,1
2020-03-22,Lakewood,Lakewood,1
2020-03-23,Lakewood,Lakewood,1
2020-03-24,Lakewood,Lakewood,3
2020-03-25,Lakewood,Lakewood,4
2020-03-26,Lakewood,Lakewood*,7
2020-03-27,Lakewood,City of Lakewood,8
2020-03-27,Lakewood,Unincorporated,0
2020-03-10,Lancaster,NA,NA
2020-03-11,Lancaster,NA,NA
2020-03-12,Lancaster,NA,NA
2020-03-13,Lancaster,NA,NA
2020-03-14,Lancaster,NA,NA
2020-03-15,Lancaster,NA,NA
2020-03-16,Lancaster,NA,NA
2020-03-17,Lancaster,NA,NA
2020-03-18,Lancaster,NA,NA
2020-03-19,Lancaster,NA,NA
2020-03-20,Lancaster,Lancaster --,3
2020-03-21,Lancaster,Lancaster,3
2020-03-22,Lancaster,Lancaster,4
2020-03-23,Lancaster,Lancaster,7
2020-03-24,Lancaster,Lancaster,8
2020-03-25,Lancaster,Lancaster,13
2020-03-26,Lancaster,Lancaster*,16
2020-03-27,Lancaster,City of Lancaster,18
2020-03-10,Larchmont,NA,NA
2020-03-11,Larchmont,NA,NA
2020-03-12,Larchmont,NA,NA
2020-03-13,Larchmont,NA,NA
2020-03-14,Larchmont,NA,NA
2020-03-15,Larchmont,NA,NA
2020-03-16,Larchmont,NA,NA
2020-03-17,Larchmont,NA,NA
2020-03-18,Larchmont,NA,NA
2020-03-19,Larchmont,NA,NA
2020-03-20,Larchmont,NA,NA
2020-03-21,Larchmont,NA,NA
2020-03-22,Larchmont,NA,NA
2020-03-23,Larchmont,NA,NA
2020-03-24,Larchmont,NA,NA
2020-03-25,Larchmont,NA,NA
2020-03-26,Larchmont,NA,NA
2020-03-27,Larchmont,NA,NA
2020-03-10,Lawndale,NA,NA
2020-03-11,Lawndale,NA,NA
2020-03-12,Lawndale,NA,NA
2020-03-13,Lawndale,NA,NA
2020-03-14,Lawndale,NA,NA
2020-03-15,Lawndale,NA,NA
2020-03-16,Lawndale,NA,NA
2020-03-17,Lawndale,NA,NA
2020-03-18,Lawndale,NA,NA
2020-03-19,Lawndale,Lawndale --,1
2020-03-20,Lawndale,Lawndale --,1
2020-03-21,Lawndale,Lawndale,1
2020-03-22,Lawndale,Lawndale,1
2020-03-23,Lawndale,Lawndale,2
2020-03-24,Lawndale,Lawndale,2
2020-03-25,Lawndale,Lawndale,1
2020-03-26,Lawndale,Lawndale*,2
2020-03-27,Lawndale,City of Lawndale,2
2020-03-10,Leimert Park,NA,NA
2020-03-11,Leimert Park,NA,NA
2020-03-12,Leimert Park,NA,NA
2020-03-13,Leimert Park,NA,NA
2020-03-14,Leimert Park,NA,NA
2020-03-15,Leimert Park,NA,NA
2020-03-16,Leimert Park,NA,NA
2020-03-17,Leimert Park,NA,NA
2020-03-18,Leimert Park,NA,NA
2020-03-19,Leimert Park,NA,NA
2020-03-20,Leimert Park,NA,NA
2020-03-21,Leimert Park,NA,NA
2020-03-22,Leimert Park,NA,NA
2020-03-23,Leimert Park,NA,NA
2020-03-24,Leimert Park,NA,NA
2020-03-25,Leimert Park,NA,NA
2020-03-26,Leimert Park,Leimert Park*,2
2020-03-27,Leimert Park,NA,NA
2020-03-10,Lennox,NA,NA
2020-03-11,Lennox,NA,NA
2020-03-12,Lennox,NA,NA
2020-03-13,Lennox,NA,NA
2020-03-14,Lennox,NA,NA
2020-03-15,Lennox,NA,NA
2020-03-16,Lennox,NA,NA
2020-03-17,Lennox,NA,NA
2020-03-18,Lennox,NA,NA
2020-03-19,Lennox,NA,NA
2020-03-20,Lennox,NA,NA
2020-03-21,Lennox,NA,NA
2020-03-22,Lennox,NA,NA
2020-03-23,Lennox,NA,NA
2020-03-24,Lennox,NA,NA
2020-03-25,Lennox,NA,NA
2020-03-26,Lennox,NA,NA
2020-03-27,Lennox,NA,NA
2020-03-10,Leona Valley,NA,NA
2020-03-11,Leona Valley,NA,NA
2020-03-12,Leona Valley,NA,NA
2020-03-13,Leona Valley,NA,NA
2020-03-14,Leona Valley,NA,NA
2020-03-15,Leona Valley,NA,NA
2020-03-16,Leona Valley,NA,NA
2020-03-17,Leona Valley,NA,NA
2020-03-18,Leona Valley,NA,NA
2020-03-19,Leona Valley,NA,NA
2020-03-20,Leona Valley,NA,NA
2020-03-21,Leona Valley,NA,NA
2020-03-22,Leona Valley,NA,NA
2020-03-23,Leona Valley,NA,NA
2020-03-24,Leona Valley,NA,NA
2020-03-25,Leona Valley,NA,NA
2020-03-26,Leona Valley,NA,NA
2020-03-27,Leona Valley,Unincorporated,0
2020-03-10,Lincoln Heights,NA,NA
2020-03-11,Lincoln Heights,NA,NA
2020-03-12,Lincoln Heights,NA,NA
2020-03-13,Lincoln Heights,NA,NA
2020-03-14,Lincoln Heights,NA,NA
2020-03-15,Lincoln Heights,NA,NA
2020-03-16,Lincoln Heights,NA,NA
2020-03-17,Lincoln Heights,NA,NA
2020-03-18,Lincoln Heights,NA,NA
2020-03-19,Lincoln Heights,NA,NA
2020-03-20,Lincoln Heights,NA,NA
2020-03-21,Lincoln Heights,NA,NA
2020-03-22,Lincoln Heights,NA,NA
2020-03-23,Lincoln Heights,Lincoln Heights,1
2020-03-24,Lincoln Heights,Lincoln Heights,1
2020-03-25,Lincoln Heights,NA,NA
2020-03-26,Lincoln Heights,Lincoln Heights,1
2020-03-27,Lincoln Heights,Los Angeles,1
2020-03-10,Littlerock,NA,NA
2020-03-11,Littlerock,NA,NA
2020-03-12,Littlerock,NA,NA
2020-03-13,Littlerock,NA,NA
2020-03-14,Littlerock,NA,NA
2020-03-15,Littlerock,NA,NA
2020-03-16,Littlerock,NA,NA
2020-03-17,Littlerock,NA,NA
2020-03-18,Littlerock,NA,NA
2020-03-19,Littlerock,NA,NA
2020-03-20,Littlerock,NA,NA
2020-03-21,Littlerock,NA,NA
2020-03-22,Littlerock,NA,NA
2020-03-23,Littlerock,NA,NA
2020-03-24,Littlerock,NA,NA
2020-03-25,Littlerock,NA,NA
2020-03-26,Littlerock,NA,NA
2020-03-27,Littlerock,Unincorporated,0
2020-03-10,Lomita,NA,NA
2020-03-11,Lomita,NA,NA
2020-03-12,Lomita,NA,NA
2020-03-13,Lomita,NA,NA
2020-03-14,Lomita,NA,NA
2020-03-15,Lomita,NA,NA
2020-03-16,Lomita,NA,NA
2020-03-17,Lomita,NA,NA
2020-03-18,Lomita,NA,NA
2020-03-19,Lomita,Lomita,5
2020-03-20,Lomita,Lomita --,5
2020-03-21,Lomita,Lomita,7
2020-03-22,Lomita,Lomita,8
2020-03-23,Lomita,Lomita,8
2020-03-24,Lomita,Lomita,9
2020-03-25,Lomita,Lomita,9
2020-03-26,Lomita,Lomita*,12
2020-03-27,Lomita,City of Lomita,0
2020-03-10,Long Beach,NA,NA
2020-03-11,Long Beach,NA,NA
2020-03-12,Long Beach,NA,NA
2020-03-13,Long Beach,NA,NA
2020-03-14,Long Beach,NA,NA
2020-03-15,Long Beach,NA,NA
2020-03-16,Long Beach,NA,NA
2020-03-17,Long Beach,Long Beach,5
2020-03-18,Long Beach,Long Beach,8
2020-03-19,Long Beach,Long Beach,12
2020-03-20,Long Beach,Long Beach,12
2020-03-21,Long Beach,Long Beach,13
2020-03-22,Long Beach,Long Beach,15
2020-03-23,Long Beach,Long Beach,17
2020-03-24,Long Beach,Long Beach,21
2020-03-25,Long Beach,Long Beach,28
2020-03-26,Long Beach,Long Beach,41
2020-03-27,Long Beach,Long Beach,54
2020-03-27,Long Beach,City of Long Beach,0
2020-03-27,Long Beach,Unincorporated,0
2020-03-10,Lopez/Kagel Canyons,NA,NA
2020-03-11,Lopez/Kagel Canyons,NA,NA
2020-03-12,Lopez/Kagel Canyons,NA,NA
2020-03-13,Lopez/Kagel Canyons,NA,NA
2020-03-14,Lopez/Kagel Canyons,NA,NA
2020-03-15,Lopez/Kagel Canyons,NA,NA
2020-03-16,Lopez/Kagel Canyons,NA,NA
2020-03-17,Lopez/Kagel Canyons,NA,NA
2020-03-18,Lopez/Kagel Canyons,NA,NA
2020-03-19,Lopez/Kagel Canyons,NA,NA
2020-03-20,Lopez/Kagel Canyons,NA,NA
2020-03-21,Lopez/Kagel Canyons,NA,NA
2020-03-22,Lopez/Kagel Canyons,NA,NA
2020-03-23,Lopez/Kagel Canyons,NA,NA
2020-03-24,Lopez/Kagel Canyons,NA,NA
2020-03-25,Lopez/Kagel Canyons,NA,NA
2020-03-26,Lopez/Kagel Canyons,NA,NA
2020-03-27,Lopez/Kagel Canyons,NA,NA
2020-03-10,Los Feliz,NA,NA
2020-03-11,Los Feliz,NA,NA
2020-03-12,Los Feliz,NA,NA
2020-03-13,Los Feliz,NA,NA
2020-03-14,Los Feliz,NA,NA
2020-03-15,Los Feliz,NA,NA
2020-03-16,Los Feliz,NA,NA
2020-03-17,Los Feliz,NA,NA
2020-03-18,Los Feliz,NA,NA
2020-03-19,Los Feliz,NA,NA
2020-03-20,Los Feliz,NA,NA
2020-03-21,Los Feliz,NA,NA
2020-03-22,Los Feliz,Los Feliz,1
2020-03-23,Los Feliz,Los Feliz,2
2020-03-24,Los Feliz,Los Feliz,2
2020-03-25,Los Feliz,Los Feliz,3
2020-03-26,Los Feliz,Los Feliz*,5
2020-03-27,Los Feliz,Los Angeles,6
2020-03-10,Lynwood,NA,NA
2020-03-11,Lynwood,NA,NA
2020-03-12,Lynwood,NA,NA
2020-03-13,Lynwood,NA,NA
2020-03-14,Lynwood,NA,NA
2020-03-15,Lynwood,NA,NA
2020-03-16,Lynwood,NA,NA
2020-03-17,Lynwood,Lynwood,1
2020-03-18,Lynwood,Lynwood,1
2020-03-19,Lynwood,Lynwood,1
2020-03-20,Lynwood,Lynwood,1
2020-03-21,Lynwood,Lynwood,1
2020-03-22,Lynwood,Lynwood,2
2020-03-23,Lynwood,Lynwood,2
2020-03-24,Lynwood,Lynwood,2
2020-03-25,Lynwood,Lynwood,3
2020-03-26,Lynwood,Lynwood,6
2020-03-27,Lynwood,City of Lynwood,8
2020-03-10,Malibu,NA,NA
2020-03-11,Malibu,NA,NA
2020-03-12,Malibu,NA,NA
2020-03-13,Malibu,NA,NA
2020-03-14,Malibu,NA,NA
2020-03-15,Malibu,NA,NA
2020-03-16,Malibu,NA,NA
2020-03-17,Malibu,NA,NA
2020-03-18,Malibu,NA,NA
2020-03-19,Malibu,NA,NA
2020-03-20,Malibu,NA,NA
2020-03-21,Malibu,NA,NA
2020-03-22,Malibu,NA,NA
2020-03-23,Malibu,NA,NA
2020-03-24,Malibu,NA,NA
2020-03-25,Malibu,NA,NA
2020-03-26,Malibu,NA,NA
2020-03-27,Malibu,NA,NA
2020-03-10,Manchester Square,NA,NA
2020-03-11,Manchester Square,NA,NA
2020-03-12,Manchester Square,NA,NA
2020-03-13,Manchester Square,NA,NA
2020-03-14,Manchester Square,NA,NA
2020-03-15,Manchester Square,NA,NA
2020-03-16,Manchester Square,NA,NA
2020-03-17,Manchester Square,NA,NA
2020-03-18,Manchester Square,NA,NA
2020-03-19,Manchester Square,NA,NA
2020-03-20,Manchester Square,NA,NA
2020-03-21,Manchester Square,NA,NA
2020-03-22,Manchester Square,NA,NA
2020-03-23,Manchester Square,NA,NA
2020-03-24,Manchester Square,NA,NA
2020-03-25,Manchester Square,NA,NA
2020-03-26,Manchester Square,NA,NA
2020-03-27,Manchester Square,NA,NA
2020-03-10,Manhattan Beach,NA,NA
2020-03-11,Manhattan Beach,NA,NA
2020-03-12,Manhattan Beach,NA,NA
2020-03-13,Manhattan Beach,NA,NA
2020-03-14,Manhattan Beach,NA,NA
2020-03-15,Manhattan Beach,NA,NA
2020-03-16,Manhattan Beach,NA,NA
2020-03-17,Manhattan Beach,Manhattan Beach,4
2020-03-18,Manhattan Beach,Manhattan Beach,4
2020-03-19,Manhattan Beach,Manhattan Beach,5
2020-03-20,Manhattan Beach,Manhattan Beach --,6
2020-03-21,Manhattan Beach,Manhattan Beach,7
2020-03-22,Manhattan Beach,Manhattan Beach,7
2020-03-23,Manhattan Beach,Manhattan Beach,9
2020-03-24,Manhattan Beach,Manhattan Beach,11
2020-03-25,Manhattan Beach,Manhattan Beach,17
2020-03-26,Manhattan Beach,Manhattan Beach*,21
2020-03-27,Manhattan Beach,City of Manhattan Beach,22
2020-03-10,Mar Vista,NA,NA
2020-03-11,Mar Vista,NA,NA
2020-03-12,Mar Vista,NA,NA
2020-03-13,Mar Vista,NA,NA
2020-03-14,Mar Vista,NA,NA
2020-03-15,Mar Vista,NA,NA
2020-03-16,Mar Vista,NA,NA
2020-03-17,Mar Vista,Mar Vista,1
2020-03-18,Mar Vista,Los Angeles,1
2020-03-19,Mar Vista,Mar Vista,1
2020-03-20,Mar Vista,Mar Vista,3
2020-03-21,Mar Vista,Mar Vista,4
2020-03-22,Mar Vista,Mar Vista,5
2020-03-23,Mar Vista,Mar Vista,6
2020-03-24,Mar Vista,Mar Vista,6
2020-03-25,Mar Vista,Mar Vista,6
2020-03-26,Mar Vista,Mar Vista,8
2020-03-27,Mar Vista,Los Angeles,8
2020-03-10,Marina del Rey,NA,NA
2020-03-11,Marina del Rey,NA,NA
2020-03-12,Marina del Rey,NA,NA
2020-03-13,Marina del Rey,NA,NA
2020-03-14,Marina del Rey,NA,NA
2020-03-15,Marina del Rey,NA,NA
2020-03-16,Marina del Rey,NA,NA
2020-03-17,Marina del Rey,NA,NA
2020-03-18,Marina del Rey,NA,NA
2020-03-19,Marina del Rey,NA,NA
2020-03-20,Marina del Rey,NA,NA
2020-03-21,Marina del Rey,NA,NA
2020-03-22,Marina del Rey,NA,NA
2020-03-23,Marina del Rey,NA,NA
2020-03-24,Marina del Rey,NA,NA
2020-03-25,Marina del Rey,NA,NA
2020-03-26,Marina del Rey,NA,NA
2020-03-27,Marina del Rey,NA,NA
2020-03-10,Mayflower Village,NA,NA
2020-03-11,Mayflower Village,NA,NA
2020-03-12,Mayflower Village,NA,NA
2020-03-13,Mayflower Village,NA,NA
2020-03-14,Mayflower Village,NA,NA
2020-03-15,Mayflower Village,NA,NA
2020-03-16,Mayflower Village,NA,NA
2020-03-17,Mayflower Village,NA,NA
2020-03-18,Mayflower Village,NA,NA
2020-03-19,Mayflower Village,NA,NA
2020-03-20,Mayflower Village,NA,NA
2020-03-21,Mayflower Village,NA,NA
2020-03-22,Mayflower Village,NA,NA
2020-03-23,Mayflower Village,NA,NA
2020-03-24,Mayflower Village,NA,NA
2020-03-25,Mayflower Village,NA,NA
2020-03-26,Mayflower Village,NA,NA
2020-03-27,Mayflower Village,NA,NA
2020-03-10,Maywood,NA,NA
2020-03-11,Maywood,NA,NA
2020-03-12,Maywood,NA,NA
2020-03-13,Maywood,NA,NA
2020-03-14,Maywood,NA,NA
2020-03-15,Maywood,NA,NA
2020-03-16,Maywood,NA,NA
2020-03-17,Maywood,NA,NA
2020-03-18,Maywood,NA,NA
2020-03-19,Maywood,NA,NA
2020-03-20,Maywood,NA,NA
2020-03-21,Maywood,NA,NA
2020-03-22,Maywood,NA,NA
2020-03-23,Maywood,NA,NA
2020-03-24,Maywood,NA,NA
2020-03-25,Maywood,NA,NA
2020-03-26,Maywood,Maywood*,1
2020-03-27,Maywood,City of Maywood,1
2020-03-10,Mid-City,NA,NA
2020-03-11,Mid-City,NA,NA
2020-03-12,Mid-City,NA,NA
2020-03-13,Mid-City,NA,NA
2020-03-14,Mid-City,NA,NA
2020-03-15,Mid-City,NA,NA
2020-03-16,Mid-City,NA,NA
2020-03-17,Mid-City,NA,NA
2020-03-18,Mid-City,NA,NA
2020-03-19,Mid-City,NA,NA
2020-03-20,Mid-City,NA,NA
2020-03-21,Mid-City,NA,NA
2020-03-22,Mid-City,NA,NA
2020-03-23,Mid-City,NA,NA
2020-03-24,Mid-City,NA,NA
2020-03-25,Mid-City,NA,NA
2020-03-26,Mid-City,NA,NA
2020-03-27,Mid-City,NA,NA
2020-03-10,Mid-Wilshire,NA,NA
2020-03-11,Mid-Wilshire,NA,NA
2020-03-12,Mid-Wilshire,NA,NA
2020-03-13,Mid-Wilshire,NA,NA
2020-03-14,Mid-Wilshire,NA,NA
2020-03-15,Mid-Wilshire,NA,NA
2020-03-16,Mid-Wilshire,NA,NA
2020-03-17,Mid-Wilshire,NA,NA
2020-03-18,Mid-Wilshire,NA,NA
2020-03-19,Mid-Wilshire,NA,NA
2020-03-20,Mid-Wilshire,NA,NA
2020-03-21,Mid-Wilshire,NA,NA
2020-03-22,Mid-Wilshire,NA,NA
2020-03-23,Mid-Wilshire,NA,NA
2020-03-24,Mid-Wilshire,NA,NA
2020-03-25,Mid-Wilshire,NA,NA
2020-03-26,Mid-Wilshire,NA,NA
2020-03-27,Mid-Wilshire,NA,NA
2020-03-10,Mission Hills,NA,NA
2020-03-11,Mission Hills,NA,NA
2020-03-12,Mission Hills,NA,NA
2020-03-13,Mission Hills,NA,NA
2020-03-14,Mission Hills,NA,NA
2020-03-15,Mission Hills,NA,NA
2020-03-16,Mission Hills,NA,NA
2020-03-17,Mission Hills,NA,NA
2020-03-18,Mission Hills,NA,NA
2020-03-19,Mission Hills,NA,NA
2020-03-20,Mission Hills,NA,NA
2020-03-21,Mission Hills,NA,NA
2020-03-22,Mission Hills,NA,NA
2020-03-23,Mission Hills,NA,NA
2020-03-24,Mission Hills,NA,NA
2020-03-25,Mission Hills,NA,NA
2020-03-26,Mission Hills,NA,NA
2020-03-27,Mission Hills,NA,NA
2020-03-10,Monrovia,NA,NA
2020-03-11,Monrovia,NA,NA
2020-03-12,Monrovia,NA,NA
2020-03-13,Monrovia,NA,NA
2020-03-14,Monrovia,NA,NA
2020-03-15,Monrovia,NA,NA
2020-03-16,Monrovia,NA,NA
2020-03-17,Monrovia,NA,NA
2020-03-18,Monrovia,NA,NA
2020-03-19,Monrovia,NA,NA
2020-03-20,Monrovia,NA,NA
2020-03-21,Monrovia,NA,NA
2020-03-22,Monrovia,NA,NA
2020-03-23,Monrovia,NA,NA
2020-03-24,Monrovia,NA,NA
2020-03-25,Monrovia,NA,NA
2020-03-26,Monrovia,Monrovia*,2
2020-03-27,Monrovia,City of Monrovia,4
2020-03-10,Montebello,NA,NA
2020-03-11,Montebello,NA,NA
2020-03-12,Montebello,NA,NA
2020-03-13,Montebello,NA,NA
2020-03-14,Montebello,NA,NA
2020-03-15,Montebello,NA,NA
2020-03-16,Montebello,NA,NA
2020-03-17,Montebello,NA,NA
2020-03-18,Montebello,NA,NA
2020-03-19,Montebello,NA,NA
2020-03-20,Montebello,NA,NA
2020-03-21,Montebello,Montebello,1
2020-03-22,Montebello,NA,NA
2020-03-23,Montebello,NA,NA
2020-03-24,Montebello,NA,NA
2020-03-25,Montebello,NA,NA
2020-03-26,Montebello,Montebello,1
