region,community,cases,date
NA,CULVER CITY,2,2020-03-17
NA,CULVER CITY,2,2020-03-18
NA,CULVER CITY,3,2020-03-19
NA,CULVER CITY,4,2020-03-20
NA,CULVER CITY,4,2020-03-21
NA,CULVER CITY,4,2020-03-22
NA,CULVER CITY,5,2020-03-23
NA,CULVER CITY,7,2020-03-24
NA,CULVER CITY,6,2020-03-25
NA,CULVER CITY,8,2020-03-26
NA,CULVER CITY,6,2020-03-27
NA,CULVER CITY,7,2020-03-28
UNINCORPORATED,DEL AIRE,0,2020-03-27
UNINCORPORATED,DEL AIRE,0,2020-03-28
NA,DEL REY,2,2020-03-21
NA,DEL REY,2,2020-03-22
NA,DEL REY,2,2020-03-23
NA,DEL REY,3,2020-03-24
NA,DEL REY,5,2020-03-25
NA,DEL REY,9,2020-03-26
LOS ANGELES,DEL REY,9,2020-03-27
UNINCORPORATED,DEL REY,0,2020-03-27
LOS ANGELES,DEL REY,10,2020-03-28
UNINCORPORATED,DEL REY,0,2020-03-28
UNINCORPORATED,DEL SUR,0,2020-03-27
UNINCORPORATED,DEL SUR,0,2020-03-28
UNINCORPORATED,DESERT VIEW HIGHLANDS,0,2020-03-27
UNINCORPORATED,DESERT VIEW HIGHLANDS,0,2020-03-28
NA,DIAMOND BAR,2,2020-03-17
NA,DIAMOND BAR,2,2020-03-18
NA,DIAMOND BAR,2,2020-03-19
NA,DIAMOND BAR,2,2020-03-20
NA,DIAMOND BAR,2,2020-03-21
NA,DIAMOND BAR,2,2020-03-22
NA,DIAMOND BAR,2,2020-03-23
NA,DIAMOND BAR,2,2020-03-24
NA,DIAMOND BAR,2,2020-03-25
NA,DIAMOND BAR,2,2020-03-26
NA,DIAMOND BAR,2,2020-03-27
NA,DIAMOND BAR,2,2020-03-28
NA,DOWNEY,1,2020-03-24
NA,DOWNEY,5,2020-03-25
NA,DOWNEY,10,2020-03-26
NA,DOWNEY,12,2020-03-27
NA,DOWNEY,18,2020-03-28
NA,DOWNTOWN,1,2020-03-20
NA,DOWNTOWN,1,2020-03-21
NA,DOWNTOWN,1,2020-03-22
NA,DOWNTOWN,2,2020-03-23
NA,DOWNTOWN,3,2020-03-24
NA,DOWNTOWN,6,2020-03-25
NA,DOWNTOWN,7,2020-03-26
LOS ANGELES,DOWNTOWN,8,2020-03-27
LOS ANGELES,DOWNTOWN,9,2020-03-28
NA,DUARTE,1,2020-03-23
NA,DUARTE,1,2020-03-24
NA,DUARTE,1,2020-03-25
NA,DUARTE,2,2020-03-26
NA,DUARTE,NA,2020-03-27
UNINCORPORATED,DUARTE,0,2020-03-27
NA,DUARTE,NA,2020-03-28
UNINCORPORATED,DUARTE,0,2020-03-28
NA,EAGLE ROCK,1,2020-03-17
LOS ANGELES,EAGLE ROCK,1,2020-03-18
NA,EAGLE ROCK,1,2020-03-19
NA,EAGLE ROCK,1,2020-03-20
NA,EAGLE ROCK,1,2020-03-21
NA,EAGLE ROCK,1,2020-03-22
NA,EAGLE ROCK,2,2020-03-23
NA,EAGLE ROCK,2,2020-03-24
NA,EAGLE ROCK,2,2020-03-25
NA,EAGLE ROCK,3,2020-03-26
LOS ANGELES,EAGLE ROCK,4,2020-03-27
LOS ANGELES,EAGLE ROCK,8,2020-03-28
UNINCORPORATED,EAST COVINA,0,2020-03-27
UNINCORPORATED,EAST COVINA,0,2020-03-28
NA,EAST HOLLYWOOD,1,2020-03-22
NA,EAST HOLLYWOOD,1,2020-03-23
NA,EAST HOLLYWOOD,1,2020-03-24
NA,EAST HOLLYWOOD,1,2020-03-25
NA,EAST HOLLYWOOD,2,2020-03-26
LOS ANGELES,EAST HOLLYWOOD,3,2020-03-27
LOS ANGELES,EAST HOLLYWOOD,5,2020-03-28
UNINCORPORATED,EAST LA MIRADA,0,2020-03-27
UNINCORPORATED,EAST LA MIRADA,0,2020-03-28
UNINCORPORATED,EAST LANCASTER,0,2020-03-27
UNINCORPORATED,EAST LANCASTER,0,2020-03-28
NA,EAST LOS ANGELES,1,2020-03-19
NA,EAST LOS ANGELES,1,2020-03-20
NA,EAST LOS ANGELES,1,2020-03-21
NA,EAST LOS ANGELES,2,2020-03-22
NA,EAST LOS ANGELES,2,2020-03-23
NA,EAST LOS ANGELES,3,2020-03-24
NA,EAST LOS ANGELES,3,2020-03-25
NA,EAST LOS ANGELES,4,2020-03-26
UNINCORPORATED,EAST LOS ANGELES,6,2020-03-27
UNINCORPORATED,EAST LOS ANGELES,8,2020-03-28
UNINCORPORATED,EAST PASADENA,0,2020-03-27
UNINCORPORATED,EAST PASADENA,0,2020-03-28
UNINCORPORATED,EAST RANCHO DOMINGUEZ,0,2020-03-27
UNINCORPORATED,EAST RANCHO DOMINGUEZ,0,2020-03-28
UNINCORPORATED,EAST WHITTIER,NA,2020-03-27
UNINCORPORATED,EAST WHITTIER,NA,2020-03-28
NA,ECHO PARK,1,2020-03-19
NA,ECHO PARK,1,2020-03-20
NA,ECHO PARK,1,2020-03-21
NA,ECHO PARK,1,2020-03-22
NA,ECHO PARK,2,2020-03-23
NA,ECHO PARK,2,2020-03-24
NA,ECHO PARK,4,2020-03-25
NA,ECHO PARK,7,2020-03-26
LOS ANGELES,ECHO PARK,NA,2020-03-27
LOS ANGELES,ECHO PARK,NA,2020-03-28
UNINCORPORATED,EL CAMINO VILLAGE,0,2020-03-27
UNINCORPORATED,EL CAMINO VILLAGE,0,2020-03-28
NA,EL MONTE,0,2020-03-27
UNINCORPORATED,EL MONTE,0,2020-03-27
NA,EL MONTE,0,2020-03-28
UNINCORPORATED,EL MONTE,0,2020-03-28
NA,EL SEGUNDO,1,2020-03-20
NA,EL SEGUNDO,2,2020-03-21
NA,EL SEGUNDO,1,2020-03-22
NA,EL SEGUNDO,1,2020-03-23
NA,EL SEGUNDO,2,2020-03-24
NA,EL SEGUNDO,2,2020-03-25
NA,EL SEGUNDO,2,2020-03-26
NA,EL SEGUNDO,NA,2020-03-27
NA,EL SEGUNDO,NA,2020-03-28
LOS ANGELES,EL SERENO,0,2020-03-27
LOS ANGELES,EL SERENO,1,2020-03-28
UNINCORPORATED,ELIZABETH LAKE,0,2020-03-27
UNINCORPORATED,ELIZABETH LAKE,0,2020-03-28
LOS ANGELES,ELYSIAN PARK,NA,2020-03-27
LOS ANGELES,ELYSIAN PARK,NA,2020-03-28
LOS ANGELES,ELYSIAN VALLEY,NA,2020-03-27
LOS ANGELES,ELYSIAN VALLEY,NA,2020-03-28
NA,ENCINO,5,2020-03-17
LOS ANGELES,ENCINO,6,2020-03-18
NA,ENCINO,6,2020-03-19
NA,ENCINO,8,2020-03-20
NA,ENCINO,10,2020-03-21
NA,ENCINO,10,2020-03-22
NA,ENCINO,10,2020-03-23
NA,ENCINO,12,2020-03-24
NA,ENCINO,13,2020-03-25
NA,ENCINO,21,2020-03-26
LOS ANGELES,ENCINO,23,2020-03-27
LOS ANGELES,ENCINO,26,2020-03-28
LOS ANGELES,EXPOSITION,0,2020-03-27
LOS ANGELES,EXPOSITION,0,2020-03-28
NA,EXPOSITION PARK,1,2020-03-23
NA,EXPOSITION PARK,1,2020-03-24
NA,EXPOSITION PARK,1,2020-03-25
NA,EXPOSITION PARK,2,2020-03-26
LOS ANGELES,EXPOSITION PARK,2,2020-03-27
LOS ANGELES,EXPOSITION PARK,4,2020-03-28
LOS ANGELES,FAIRCREST HEIGHTS,0,2020-03-27
LOS ANGELES,FAIRCREST HEIGHTS,0,2020-03-28
LOS ANGELES,FIGUEROA PARK SQUARE,0,2020-03-27
LOS ANGELES,FIGUEROA PARK SQUARE,0,2020-03-28
NA,FLORENCE,1,2020-03-23
NA,FLORENCE,1,2020-03-24
NA,FLORENCE,4,2020-03-25
NA,FLORENCE,7,2020-03-26
LOS ANGELES,FLORENCE-FIRESTONE,3,2020-03-27
UNINCORPORATED,FLORENCE-FIRESTONE,0,2020-03-27
LOS ANGELES,FLORENCE-FIRESTONE,6,2020-03-28
UNINCORPORATED,FLORENCE-FIRESTONE,0,2020-03-28
UNINCORPORATED,FRANKLIN CANYON,0,2020-03-28
NA,GARDENA,1,2020-03-17
NA,GARDENA,1,2020-03-18
NA,GARDENA,1,2020-03-19
NA,GARDENA,1,2020-03-20
NA,GARDENA,1,2020-03-21
NA,GARDENA,1,2020-03-22
NA,GARDENA,1,2020-03-23
NA,GARDENA,1,2020-03-24
NA,GARDENA,1,2020-03-25
NA,GARDENA,4,2020-03-26
NA,GARDENA,5,2020-03-27
NA,GARDENA,6,2020-03-28
NA,GLASSELL PARK,1,2020-03-25
NA,GLASSELL PARK,2,2020-03-26
LOS ANGELES,GLASSELL PARK,4,2020-03-27
LOS ANGELES,GLASSELL PARK,7,2020-03-28
NA,GLENDALE,3,2020-03-17
NA,GLENDALE,4,2020-03-18
NA,GLENDALE,4,2020-03-19
NA,GLENDALE,4,2020-03-20
NA,GLENDALE,5,2020-03-21
NA,GLENDALE,6,2020-03-22
NA,GLENDALE,9,2020-03-23
NA,GLENDALE,10,2020-03-24
NA,GLENDALE,12,2020-03-25
NA,GLENDALE,23,2020-03-26
NA,GLENDALE,29,2020-03-27
NA,GLENDALE,36,2020-03-28
NA,GLENDORA,1,2020-03-22
NA,GLENDORA,1,2020-03-23
NA,GLENDORA,1,2020-03-24
NA,GLENDORA,2,2020-03-25
NA,GLENDORA,2,2020-03-26
NA,GLENDORA,4,2020-03-27
UNINCORPORATED,GLENDORA,0,2020-03-27
NA,GLENDORA,4,2020-03-28
UNINCORPORATED,GLENDORA,0,2020-03-28
LOS ANGELES,GRAMERCY PLACE,NA,2020-03-27
LOS ANGELES,GRAMERCY PLACE,NA,2020-03-28
NA,GRANADA HILLS,3,2020-03-17
LOS ANGELES,GRANADA HILLS,3,2020-03-18
NA,GRANADA HILLS,4,2020-03-19
NA,GRANADA HILLS,4,2020-03-20
NA,GRANADA HILLS,4,2020-03-21
NA,GRANADA HILLS,4,2020-03-22
NA,GRANADA HILLS,5,2020-03-23
NA,GRANADA HILLS,5,2020-03-24
NA,GRANADA HILLS,7,2020-03-25
NA,GRANADA HILLS,8,2020-03-26
LOS ANGELES,GRANADA HILLS,8,2020-03-27
LOS ANGELES,GRANADA HILLS,8,2020-03-28
LOS ANGELES,GREEN MEADOWS,NA,2020-03-27
LOS ANGELES,GREEN MEADOWS,NA,2020-03-28
NA,HACIENDA HEIGHTS,2,2020-03-26
UNINCORPORATED,HACIENDA HEIGHTS,2,2020-03-27
UNINCORPORATED,HACIENDA HEIGHTS,2,2020-03-28
NA,HANCOCK PARK,2,2020-03-19
NA,HANCOCK PARK,2,2020-03-20
NA,HANCOCK PARK,4,2020-03-21
NA,HANCOCK PARK,5,2020-03-22
NA,HANCOCK PARK,6,2020-03-23
NA,HANCOCK PARK,7,2020-03-24
NA,HANCOCK PARK,8,2020-03-25
NA,HANCOCK PARK,10,2020-03-26
LOS ANGELES,HANCOCK PARK,14,2020-03-27
LOS ANGELES,HANCOCK PARK,17,2020-03-28
NA,HARBOR CITY,1,2020-03-26
LOS ANGELES,HARBOR CITY,1,2020-03-27
LOS ANGELES,HARBOR CITY,1,2020-03-28
NA,HARBOR GATEWAY,1,2020-03-24
NA,HARBOR GATEWAY,2,2020-03-25
NA,HARBOR GATEWAY,3,2020-03-26
LOS ANGELES,HARBOR GATEWAY,4,2020-03-27
LOS ANGELES,HARBOR GATEWAY,4,2020-03-28
UNINCORPORATED,HARBOR GATEWAY,0,2020-03-28
LOS ANGELES,HARBOR PINES,0,2020-03-27
LOS ANGELES,HARBOR PINES,0,2020-03-28
NA,HARVARD HEIGHTS,1,2020-03-24
NA,HARVARD HEIGHTS,1,2020-03-25
NA,HARVARD HEIGHTS,2,2020-03-26
LOS ANGELES,HARVARD HEIGHTS,NA,2020-03-27
LOS ANGELES,HARVARD HEIGHTS,NA,2020-03-28
LOS ANGELES,HARVARD PARK,1,2020-03-27
LOS ANGELES,HARVARD PARK,2,2020-03-28
NA,HAWAIIAN GARDENS,NA,2020-03-27
NA,HAWAIIAN GARDENS,NA,2020-03-28
NA,HAWTHORNE,1,2020-03-19
NA,HAWTHORNE,2,2020-03-20
NA,HAWTHORNE,2,2020-03-21
NA,HAWTHORNE,2,2020-03-22
NA,HAWTHORNE,3,2020-03-23
NA,HAWTHORNE,6,2020-03-24
NA,HAWTHORNE,8,2020-03-25
NA,HAWTHORNE,9,2020-03-26
NA,HAWTHORNE,7,2020-03-27
UNINCORPORATED,HAWTHORNE,NA,2020-03-27
NA,HAWTHORNE,11,2020-03-28
UNINCORPORATED,HAWTHORNE,NA,2020-03-28
NA,HERMOSA BEACH,NA,2020-03-27
NA,HERMOSA BEACH,NA,2020-03-28
UNINCORPORATED,HI VISTA,0,2020-03-27
UNINCORPORATED,HI VISTA,0,2020-03-28
NA,HIDDEN HILLS,0,2020-03-27
NA,HIDDEN HILLS,0,2020-03-28
NA,HIGHLAND PARK,1,2020-03-24
NA,HIGHLAND PARK,2,2020-03-25
NA,HIGHLAND PARK,3,2020-03-26
LOS ANGELES,HIGHLAND PARK,5,2020-03-27
LOS ANGELES,HIGHLAND PARK,6,2020-03-28
